날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스,
9,74,31,0.003,0.066,1.4,0.007,
10,81,33,0.003,0.065,1.5,0.007,
11,101,36,0.004,0.063,1.4,0.007,
12,95,43,0.004,0.064,1.3,0.008,
13,93,42,0.004,0.066,1.3,0.008,
14,90,39,0.004,0.062,1.2,0.008,
15,72,38,0.005,0.058,1.1,0.008,
16,68,32,0.013,0.049,0.9,0.010,
17,73,40,0.018,0.041,1.0,0.013,
18,80,45,0.009,0.055,1.1,0.013,
19,69,34,0.004,0.059,1.1,0.012,
20,74,44,0.002,0.066,1.2,0.012,
21,79,36,0.002,0.072,1.3,0.012,
22,93,42,0.002,0.071,1.3,0.013,
23,86,36,0.003,0.060,1.0,0.013,
0,70,34,0.002,0.060,1.0,0.012,
1,55,39,0.003,0.055,0.9,0.011,
2,55,35,0.005,0.050,0.9,0.010,
3,59,39,0.015,0.033,0.9,0.008,
4,60,33,0.016,0.030,0.9,0.008,
5,58,35,0.021,0.025,0.9,0.008,
6,66,36,0.018,0.029,1.0,0.009,
7,60,30,0.012,0.040,0.9,0.009,
8,62,28,0.004,0.055,1.1,0.009,
9,70,33,0.003,0.076,1.6,0.009,
10,64,30,0.011,0.045,1.0,0.009,
11,63,27,0.016,0.038,0.8,0.009,
12,69,25,0.013,0.042,0.8,0.009,
13,66,21,0.017,0.038,0.8,0.010,
14,64,24,0.021,0.032,0.7,0.010,
15,50,22,0.023,0.029,0.6,0.009,
16,45,17,0.020,0.036,0.7,0.009,
17,52,15,0.021,0.035,0.7,0.008,
18,47,24,0.017,0.042,0.8,0.008,
19,53,19,0.006,0.055,0.9,0.008,
20,60,27,0.005,0.058,0.9,0.009,
21,57,20,0.006,0.057,0.9,0.008,
22,54,19,0.004,0.060,0.9,0.007,
23,58,21,0.004,0.064,1.2,0.008,
0,57,26,0.002,0.071,1.3,0.008,
1,49,16,0.002,0.068,1.2,0.007,
2,37,24,0.002,0.061,1.1,0.007,
3,31,17,0.002,0.058,1.1,0.006,
4,37,20,0.002,0.060,1.1,0.006,
5,37,20,0.002,0.061,1.2,0.006,
6,39,25,0.002,0.068,1.5,0.007,
7,51,24,0.002,0.062,1.3,0.007,
8,45,25,0.002,0.067,1.5,0.008,
9,52,25,0.003,0.063,1.4,0.007,
10,53,27,0.004,0.060,1.3,0.008,
11,45,26,0.006,0.056,1.2,0.008,
12,53,26,0.007,0.057,1.1,0.008,
13,54,29,0.011,0.049,1.0,0.008,
14,46,24,0.013,0.044,0.9,0.008,
15,42,17,0.011,0.045,0.8,0.007,
16,39,22,0.013,0.043,0.8,0.007,
17,39,13,0.007,0.053,0.9,0.007,
18,63,29,0.008,0.050,0.8,0.007,
19,65,28,0.004,0.057,0.9,0.007,
20,69,28,0.003,0.063,1.0,0.008,
21,92,36,0.004,0.058,1.0,0.008,
22,79,30,0.004,0.050,1.0,0.008,
23,64,21,0.005,0.049,0.9,0.008,
0,55,29,0.006,0.047,0.9,0.007,
1,45,17,0.013,0.038,0.8,0.007,
2,48,28,0.017,0.033,0.8,0.007,
3,44,29,0.021,0.026,0.7,0.007,
4,41,25,0.020,0.027,0.7,0.007,
5,40,23,0.020,0.027,0.8,0.007,
6,44,26,0.016,0.030,0.7,0.008,
7,46,27,0.009,0.041,0.8,0.008,
8,46,25,0.005,0.049,1.0,0.008,
9,54,28,0.004,0.056,1.1,0.009,
10,45,19,0.006,0.051,1.1,0.009,
11,48,26,0.007,0.051,1.0,0.009,
12,43,28,0.009,0.047,0.9,0.009,
13,51,23,0.014,0.042,0.9,0.009,
14,47,24,0.011,0.044,0.9,0.009,
15,58,32,0.007,0.051,0.9,0.009,
16,52,23,0.009,0.047,0.9,0.009,
17,66,25,0.006,0.051,0.9,0.008,
18,52,20,0.004,0.053,0.9,0.008,
19,37,12,0.008,0.046,0.8,0.007,
20,24,8,0.007,0.047,0.9,0.007,
21,38,17,0.007,0.047,0.9,0.006,
22,27,17,0.007,0.047,0.8,0.006,
23,24,6,0.007,0.047,0.8,0.006,
0,27,11,0.002,0.057,1.1,0.007,
1,28,9,0.008,0.042,0.8,0.006,
2,24,16,0.009,0.040,0.8,0.006,
3,22,15,0.012,0.035,0.8,0.006,
4,23,14,0.003,0.046,1.0,0.006,
5,20,17,0.002,0.049,1.1,0.006,
6,25,14,0.002,0.053,1.2,0.006,
7,27,15,0.002,0.061,1.7,0.007,
8,31,23,0.002,0.065,1.6,0.007,
9,37,24,0.003,0.072,1.8,0.008,
10,43,23,0.003,0.077,2.0,0.008,
11,63,42,0.003,0.080,1.9,0.008,
12,56,36,0.004,0.066,1.5,0.008,
13,31,18,0.014,0.037,0.9,0.007,
14,27,16,0.014,0.035,0.7,0.007,
15,26,15,0.019,0.030,0.7,0.007,
16,33,21,0.022,0.029,0.7,0.007,
17,34,16,0.021,0.028,0.7,0.007,
18,37,18,0.018,0.033,0.7,0.007,
19,45,26,0.010,0.042,0.9,0.007,
20,59,30,0.005,0.047,0.9,0.006,
21,62,32,0.007,0.045,0.9,0.006,
22,83,32,0.011,0.040,1.0,0.007,
23,82,35,0.016,0.034,0.9,0.007,
0,71,31,0.018,0.030,0.9,0.007,
1,59,28,0.021,0.025,0.8,0.007,
2,56,32,0.023,0.021,0.8,0.007,
3,55,28,0.025,0.019,0.7,0.007,
4,46,24,0.030,0.014,0.7,0.007,
5,41,24,0.028,0.015,0.6,0.007,
6,36,22,0.023,0.019,0.6,0.007,
7,35,22,0.022,0.019,0.6,0.006,
8,30,14,0.019,0.022,0.6,0.007,
9,28,19,0.021,0.020,0.6,0.007,
10,26,11,0.022,0.020,0.7,0.008,
11,31,25,0.022,0.022,0.7,0.007,
12,30,14,0.027,0.019,0.6,0.007,
13,25,9,0.028,0.019,0.6,0.007,
14,28,19,0.032,0.015,0.6,0.006,
15,34,22,0.034,0.015,0.6,0.006,
16,27,12,0.035,0.014,0.6,0.006,
17,31,18,0.034,0.017,0.6,0.006,
18,35,17,0.031,0.019,0.6,0.006,
19,46,18,0.027,0.021,0.6,0.006,
20,42,18,0.029,0.019,0.6,0.006,
21,53,14,0.024,0.023,0.6,0.006,
22,38,15,0.024,0.021,0.6,0.006,
23,43,22,0.024,0.021,0.7,0.006,
0,45,15,0.019,0.025,0.7,0.007,
,,,,,,,
,,,,,,,
