날짜,PM10,PM2.5,오 존,이산화질소,일산화탄소,아황산가스,
2,50,37,0.024,0.027,0.4,0.003,
3,41,40,0.032,0.017,0.3,0.002,
4,10,20,0.029,0.017,0.5,0.002,
5,23,20,0.023,0.019,0.6,0.003,
6,21,14,0.020,0.025,0.4,0.002,
7,27,17,0.020,0.025,0.4,0.002,
8,9,6,0.011,0.036,0.4,0.002,
9,16,16,0.010,0.042,0.5,0.003,
10,22,13,0.015,0.044,0.5,0.003,
11,36,26,0.015,0.050,0.5,0.003,
12,30,18,0.025,0.043,0.5,0.004,
13,27,16,0.031,0.044,0.4,0.004,
14,50,31,0.056,0.044,0.4,0.006,
15,74,52,0.075,0.053,0.5,0.014,
16,58,41,0.081,0.040,0.4,0.011,
17,47,33,0.053,0.028,0.3,0.007,
18,34,23,0.024,0.037,0.3,0.009,
19,27,19,0.014,0.036,0.2,0.008,
20,19,12,0.011,0.033,0.2,0.005,
21,18,6,0.003,0.034,0.2,0.005,
22,24,9,0.003,0.032,0.2,0.004,
23,19,7,0.002,0.031,0.2,0.003,
0,16,3,0.002,0.030,0.2,0.003,
1,15,14,0.002,0.030,0.2,0.003,
2,23,10,0.002,0.029,0.2,0.003,
3,25,12,0.003,0.027,0.2,0.002,
4,18,10,0.009,0.018,0.2,0.002,
5,13,13,0.004,0.024,0.2,0.002,
6,20,12,0.003,0.027,0.2,0.002,
7,27,14,0.007,0.024,0.2,0.002,
8,27,12,0.008,0.025,0.3,0.002,
9,32,19,0.008,0.031,0.3,0.002,
10,31,18,0.011,0.030,0.3,0.002,
11,44,23,0.018,0.023,0.2,0.002,
12,36,23,0.023,0.021,0.2,0.002,
13,37,17,0.025,0.026,0.2,0.002,
14,48,27,0.027,0.031,0.3,0.003,
15,29,20,0.032,0.022,0.2,0.002,
16,35,14,0.031,0.023,0.2,0.003,
17,37,21,0.034,0.022,0.2,0.003,
18,33,13,0.030,0.025,0.2,0.003,
19,40,21,0.026,0.027,0.2,0.002,
20,37,23,0.019,0.030,0.2,0.002,
21,40,16,0.008,0.036,0.2,0.003,
22,36,12,0.005,0.037,0.2,0.004,
23,31,15,0.002,0.045,0.4,0.004,
0,34,16,0.002,0.041,0.3,0.003,
1,31,18,0.003,0.037,0.3,0.003,
2,31,28,0.008,0.025,0.3,0.003,
3,35,22,0.012,0.018,0.2,0.002,
4,30,20,0.015,0.015,0.2,0.003,
5,34,22,0.016,0.015,0.2,0.002,
6,34,21,0.017,0.015,0.2,0.002,
7,27,25,0.023,0.016,0.3,0.002,
8,32,18,0.030,0.014,0.3,0.002,
9,35,23,0.023,0.022,0.3,0.002,
10,24,15,0.032,0.018,0.3,0.002,
11,29,14,0.039,0.020,0.3,0.002,
12,32,20,0.051,0.012,0.2,0.002,
13,20,17,0.054,0.016,0.2,0.002,
14,33,20,0.048,0.035,0.4,0.002,
15,37,22,0.037,0.037,0.4,0.002,
16,15,6,0.034,0.038,0.4,0.002,
17,21,13,0.029,0.044,0.4,0.002,
18,23,17,0.041,0.044,0.4,0.002,
19,38,19,0.035,0.051,0.4,0.003,
20,41,21,0.026,0.063,0.4,0.002,
21,40,22,0.014,0.063,0.4,0.002,
22,31,11,0.011,0.068,0.4,0.003,
23,41,24,0.010,0.070,0.5,0.003,
0,39,19,0.012,0.057,0.4,0.002,
1,17,8,0.019,0.035,0.3,0.002,
2,16,7,0.027,0.021,0.3,0.002,
3,10,6,0.028,0.020,0.2,0.002,
4,11,7,0.028,0.019,0.2,0.002,
5,10,7,0.032,0.014,0.2,0.002,
6,13,9,0.022,0.025,0.2,0.002,
7,14,4,0.011,0.039,0.3,0.002,
8,17,11,0.008,0.043,0.4,0.002,
9,26,9,0.014,0.034,0.4,0.002,
10,24,8,0.018,0.031,0.3,0.002,
11,25,10,0.022,0.032,0.3,0.002,
12,19,13,0.023,0.038,0.4,0.002,
13,32,13,0.024,0.037,0.3,0.002,
14,22,17,0.020,0.043,0.4,0.002,
15,27,14,0.020,0.040,0.4,0.002,
16,28,13,0.020,0.042,0.5,0.002,
17,25,11,0.019,0.047,0.5,0.002,
18,28,19,0.011,0.060,0.5,0.002,
19,30,13,0.013,0.051,0.4,0.002,
20,33,16,0.012,0.051,0.4,0.002,
21,31,20,0.008,0.046,0.4,0.002,
22,25,13,0.008,0.039,0.3,0.002,
23,25,7,0.006,0.040,0.3,0.002,
0,24,14,0.004,0.042,0.3,0.002,
1,20,7,0.007,0.034,0.3,0.002,
2,16,10,0.018,0.019,0.2,0.002,
3,14,8,0.022,0.015,0.2,0.002,
4,13,9,0.020,0.016,0.2,0.002,
5,16,6,0.020,0.016,0.2,0.002,
6,10,6,0.015,0.023,0.2,0.002,
7,7,4,0.013,0.028,0.2,0.002,
8,10,3,0.012,0.032,0.2,0.002,
9,5,4,0.009,0.032,0.3,0.002,
10,10,4,0.010,0.032,0.3,0.002,
11,5,3,0.011,0.032,0.3,0.002,
12,5,3,0.011,0.032,0.3,0.002,
13,10,3,0.010,0.033,0.4,0.002,
14,5,5,0.009,0.035,0.4,0.002,
15,12,7,0.008,0.035,0.4,0.002,
16,12,5,0.005,0.037,0.4,0.002,
17,12,5,0.004,0.041,0.4,0.002,
18,14,8,0.004,0.040,0.4,0.002,
19,12,4,0.004,0.040,0.5,0.002,
20,14,11,0.003,0.039,0.5,0.002,
21,16,9,0.003,0.042,0.5,0.002,
22,23,14,0.004,0.040,0.4,0.002,
23,19,9,0.004,0.042,0.4,0.002,
0,17,6,0.010,0.036,0.4,0.002,
1,9,7,0.020,0.021,0.3,0.002,
2,3,5,0.018,0.014,0.2,0.002,
3,8,5,0.020,0.009,0.2,0.002,
4,4,3,0.018,0.010,0.2,0.002,
5,6,4,0.019,0.011,0.2,0.002,
6,9,4,0.019,0.012,0.2,0.002,
7,5,4,0.018,0.014,0.2,0.002,
8,8,3,0.018,0.018,0.3,0.002,
9,11,7,0.017,0.020,0.3,0.002,
10,9,6,0.017,0.020,0.3,0.002,
11,12,10,0.018,0.019,0.3,0.003,
12,11,7,0.019,0.020,0.3,0.002,
13,17,8,0.018,0.027,0.3,0.003,
14,18,15,0.029,0.017,0.2,0.003,
15,27,19,0.025,0.020,0.3,0.003,
16,20,12,0.027,0.021,0.3,0.003,
17,19,17,0.026,0.023,0.3,0.003,
18,20,12,0.018,0.029,0.3,0.003,
19,33,22,0.016,0.033,0.3,0.004,
20,26,18,0.018,0.027,0.3,0.004,
21,20,13,0.011,0.031,0.3,0.009,
22,23,9,0.008,0.030,0.4,0.006,
23,22,16,0.010,0.028,0.4,0.006,
0,21,6,0.011,0.025,0.3,0.005,
1,19,10,0.012,0.022,0.3,0.004,
2,18,15,0.014,0.018,0.3,0.004,
3,23,12,0.016,0.014,0.2,0.004,
4,24,14,0.012,0.017,0.3,0.004,
5,25,21,0.010,0.019,0.3,0.007,
6,20,14,0.012,0.018,0.3,0.007,
7,23,12,0.008,0.023,0.3,0.006,
8,20,13,0.009,0.024,0.3,0.005,
9,19,13,0.011,0.026,0.3,0.004,
10,18,9,0.016,0.021,0.3,0.004,
11,13,8,0.023,0.017,0.2,0.003,
12,,,,,,,
13,,,,,,,
14,29,17,0.024,0.029,0.3,0.003,
15,38,24,0.032,0.035,0.3,0.003,
16,41,25,0.032,0.037,0.3,0.004,
17,41,23,0.039,0.032,0.3,0.004,
18,31,22,0.042,0.023,0.2,0.003,
19,28,17,0.038,0.023,0.2,0.003,
20,32,21,0.028,0.027,0.2,0.002,
21,24,14,0.014,0.040,0.3,0.003,
22,35,12,0.005,0.043,0.3,0.003,
23,36,19,0.002,0.042,0.4,0.003,
0,34,14,0.002,0.041,0.4,0.003,
1,36,14,0.003,0.037,0.4,0.002,
2,33,25,0.005,0.032,0.4,0.002,
3,30,18,0.007,0.026,0.4,0.002,
4,36,20,0.005,0.029,0.4,0.002,
5,30,21,0.003,0.028,0.4,0.002,
6,35,20,0.003,0.028,0.5,0.002,
7,35,25,0.004,0.030,0.5,0.003,
8,39,24,0.008,0.031,0.4,0.003,
9,41,28,0.013,0.035,0.5,0.002,
10,33,21,0.021,0.040,0.5,0.002,
11,29,17,0.035,0.042,0.5,0.002,
12,37,25,0.047,0.035,0.4,0.002,
13,25,19,0.056,0.035,0.4,0.002,
14,28,22,0.069,0.026,0.3,0.002,
15,29,20,0.061,0.045,0.5,0.002,
16,39,25,0.065,0.052,0.4,0.002,
17,41,27,0.080,0.042,0.4,0.002,
18,35,28,0.075,0.055,0.4,0.002,
19,58,31,0.079,0.040,0.4,0.003,
20,70,42,0.053,0.048,0.4,0.004,
21,52,29,0.032,0.045,0.4,0.004,
22,55,28,0.014,0.060,0.4,0.003,
23,40,20,0.009,0.066,0.5,0.003,
0,46,26,0.002,0.071,0.7,0.003,
1,47,24,0.002,0.065,0.7,0.003,
2,41,28,0.006,0.056,0.6,0.002,
3,40,27,0.007,0.048,0.5,0.002,
4,39,21,0.014,0.031,0.4,0.002,
5,27,21,0.019,0.023,0.3,0.002,
6,31,19,0.015,0.025,0.3,0.002,
7,33,19,0.011,0.031,0.3,0.002,
8,32,18,0.009,0.035,0.4,0.002,
9,32,19,0.011,0.035,0.5,0.002,
10,29,20,0.020,0.037,0.5,0.002,
11,41,24,0.025,0.039,0.5,0.002,
12,,,0.034,0.043,0.5,0.002,
13,,,0.056,0.036,0.5,0.002,
14,51,33,0.063,0.040,0.5,0.002,
15,50,33,0.066,0.042,0.6,0.002,
16,44,31,0.063,0.042,0.6,0.002,
17,51,34,0.051,0.049,0.6,0.002,
18,51,32,0.051,0.052,0.5,0.002,
19,47,35,0.049,0.057,0.5,0.002,
20,56,32,0.037,0.068,0.5,0.002,
21,45,34,0.028,0.055,0.4,0.002,
22,50,28,0.015,0.049,0.4,0.002,
23,46,24,0.013,0.045,0.4,0.002,
0,32,18,0.015,0.036,0.4,0.002,
1,26,14,0.019,0.028,0.3,0.002,
2,23,15,0.025,0.019,0.3,0.002,
3,24,20,0.026,0.017,0.3,0.002,
4,23,13,0.029,0.012,0.2,0.002,
5,26,16,0.025,0.016,0.2,0.002,
6,22,17,0.013,0.029,0.3,0.003,
7,27,12,0.010,0.032,0.3,0.002,
8,24,19,0.007,0.036,0.4,0.003,
9,31,14,0.007,0.036,0.4,0.003,
10,30,17,0.010,0.030,0.4,0.002,
11,37,17,0.010,0.039,0.5,0.003,
12,45,23,0.015,0.040,0.6,0.003,
13,38,28,0.023,0.043,0.5,0.003,
14,51,32,0.034,0.047,0.5,0.003,
15,46,33,0.053,0.038,0.6,0.003,
16,50,31,0.058,0.047,0.5,0.003,
17,52,34,0.055,0.049,0.6,0.003,
18,54,33,0.062,0.050,0.5,0.003,
19,48,43,0.046,0.062,0.4,0.003,
20,48,28,0.034,0.063,0.4,0.003,
21,45,26,0.028,0.057,0.4,0.002,
22,39,20,0.017,0.061,0.4,0.002,
23,40,23,0.008,0.064,0.6,0.003,
0,42,20,0.007,0.053,0.5,0.003,
1,33,24,0.011,0.037,0.4,0.002,
2,33,23,0.020,0.023,0.3,0.002,
3,27,20,0.024,0.018,0.3,0.002,
4,28,18,0.030,0.014,0.2,0.002,
5,25,17,0.021,0.020,0.3,0.002,
6,30,17,0.010,0.028,0.3,0.002,
7,33,20,0.006,0.037,0.4,0.002,
8,33,23,0.005,0.042,0.5,0.003,
9,39,18,0.007,0.042,0.6,0.003,
10,36,22,0.014,0.037,0.5,0.004,
11,42,24,0.023,0.040,0.6,0.003,
12,48,30,0.036,0.043,0.5,0.003,
13,49,36,0.047,0.045,0.4,0.003,
14,45,33,0.058,0.037,0.4,0.002,
15,43,32,0.056,0.043,0.4,0.002,
16,41,26,0.064,0.036,0.4,0.002,
17,49,36,0.059,0.044,0.5,0.002,
18,53,35,0.054,0.050,0.4,0.002,
19,67,35,0.035,0.030,0.3,0.003,
20,54,28,0.024,0.029,0.2,0.003,
21,36,22,0.016,0.033,0.2,0.003,
22,47,20,0.020,0.021,0.2,0.002,
23,35,17,0.020,0.023,0.2,0.003,
0,34,18,0.021,0.022,0.2,0.003,
1,35,24,0.022,0.018,0.2,0.003,
2,41,26,0.018,0.016,0.2,0.003,
3,40,31,0.019,0.021,0.3,0.003,
4,36,24,0.021,0.022,0.3,0.004,
5,37,30,0.025,0.016,0.3,0.004,
6,35,30,0.020,0.020,0.3,0.004,
7,41,29,0.013,0.028,0.4,0.005,
8,46,34,0.010,0.033,0.4,0.004,
9,45,32,0.015,0.035,0.4,0.004,
10,36,27,0.025,0.034,0.4,0.003,
11,38,29,0.030,0.027,0.3,0.003,
12,36,19,0.034,0.027,0.3,0.002,
13,47,30,0.039,0.032,0.3,0.003,
14,45,35,0.048,0.023,0.3,0.003,
15,60,38,0.046,0.020,0.3,0.003,
16,68,43,0.046,0.029,0.4,0.004,
17,60,41,0.035,0.039,0.3,0.003,
18,42,30,0.034,0.027,0.2,0.002,
19,40,22,0.023,0.031,0.3,0.003,
20,47,28,0.012,0.031,0.3,0.003,
21,54,19,0.007,0.035,0.3,0.003,
22,41,18,0.003,0.034,0.3,0.003,
23,32,16,0.003,0.031,0.2,0.004,
0,28,12,0.007,0.023,0.2,0.004,
1,24,24,0.011,0.018,0.2,0.003,
2,25,18,0.020,0.009,0.2,0.002,
3,30,20,0.017,0.011,0.2,0.002,
4,28,17,0.016,0.010,0.2,0.003,
5,26,18,0.012,0.013,0.2,0.003,
6,25,20,0.013,0.015,0.1,0.003,
7,26,14,0.014,0.014,0.2,0.002,
8,30,21,0.009,0.018,0.3,0.003,
9,35,21,0.012,0.014,0.2,0.002,
10,29,21,0.013,0.014,0.2,0.002,
11,30,24,0.015,0.016,0.2,0.002,
12,37,24,0.016,0.013,0.2,0.002,
13,36,24,0.019,0.014,0.2,0.003,
14,35,21,0.019,0.018,0.2,0.002,
15,46,32,0.014,0.025,0.2,0.002,
16,33,24,0.017,0.022,0.2,0.002,
17,24,21,0.028,0.016,0.2,0.003,
18,33,25,0.026,0.018,0.2,0.003,
19,39,31,0.020,0.023,0.2,0.003,
20,50,24,0.013,0.026,0.3,0.003,
21,46,34,0.007,0.031,0.3,0.004,
22,61,26,0.005,0.030,0.3,0.004,
23,54,25,0.003,0.031,0.3,0.004,
0,47,28,0.002,0.030,0.3,0.004,
1,47,27,0.003,0.027,0.3,0.005,
2,46,32,0.003,0.024,0.3,0.005,
3,42,34,0.006,0.023,0.2,0.005,
4,24,20,0.017,0.011,0.1,0.004,
5,38,25,0.016,0.011,0.2,0.003,
6,29,29,0.014,0.016,0.2,0.004,
7,42,32,0.005,0.025,0.2,0.005,
8,44,33,0.004,0.029,0.4,0.005,
9,33,31,0.008,0.029,0.3,0.005,
10,36,25,0.010,0.029,0.3,0.005,
11,38,35,0.016,0.026,0.3,0.005,
12,45,34,0.020,0.024,0.3,0.004,
13,51,38,0.025,0.026,0.2,0.003,
14,39,25,0.039,0.022,0.2,0.003,
15,39,32,0.055,0.026,0.2,0.003,
16,60,39,0.044,0.026,0.2,0.004,
17,40,32,0.040,0.024,0.2,0.003,
18,44,25,0.029,0.028,0.2,0.003,
19,34,23,0.021,0.028,0.2,0.003,
20,38,29,0.012,0.034,0.2,0.004,
21,48,19,0.003,0.039,0.2,0.005,
22,46,28,0.002,0.037,0.2,0.004,
23,41,18,0.003,0.035,0.2,0.004,
0,41,29,0.004,0.031,0.2,0.003,
1,32,19,0.004,0.029,0.2,0.004,
2,33,26,0.005,0.026,0.2,0.006,
3,37,29,0.004,0.027,0.2,0.007,
4,32,22,0.011,0.017,0.1,0.004,
5,22,21,0.011,0.016,0.1,0.003,
6,19,12,0.007,0.023,0.2,0.003,
7,26,20,0.004,0.025,0.2,0.003,
8,31,21,0.004,0.028,0.3,0.003,
